time_ps,T_bath_K,T_bath_K_std,T_kinetic_K,T_kinetic_K_std,T_v_fictive_K,T_v_fictive_K_std,T_s_fictive_K,T_s_fictive_K_std
25.900000,50.3612,13.8006,106.7921,35.9420,311.7588,34.1390,44.6091,9.6628
26.000000,49.9429,13.6019,96.2428,16.3025,398.0690,93.7296,45.9366,11.6924
26.100000,49.4595,13.4025,83.8110,20.4813,328.9132,59.2978,44.8753,11.5566
26.200000,49.0286,13.2258,116.6217,20.7176,319.2600,92.4270,44.9434,11.5340
26.300000,48.5961,13.0116,69.2845,21.4037,351.3641,69.4318,44.4639,10.9817
26.400000,48.1590,12.7840,111.4912,27.2908,288.6692,19.9928,44.0148,10.6539
26.500000,47.7004,12.5156,74.1599,14.2762,361.3872,77.2314,43.3466,9.9440
26.600000,47.3337,12.3982,93.8091,29.3366,296.9875,51.6654,43.8253,11.3110
26.700000,46.9070,12.1620,85.5017,20.2388,304.2670,82.7402,42.8551,9.9409
26.800000,46.4490,11.8428,69.4668,24.0483,316.7201,54.2152,42.0990,8.7913
26.900000,46.0830,11.7356,90.9482,17.7495,294.4104,44.4687,42.5811,10.7262
27.000000,45.7180,11.5059,59.6702,15.0675,336.3325,70.6256,42.2537,9.3473
27.100000,45.4104,11.3678,89.7079,26.5248,281.6033,41.1519,42.4878,10.0351
27.200000,45.0534,11.2119,63.4928,9.9099,293.6543,84.6486,41.6444,9.7453
27.300000,44.7442,11.0360,76.3661,17.5459,301.1139,36.6152,41.8128,9.3996
27.400000,44.3670,10.7729,75.1356,16.0595,275.8541,41.7248,40.7848,8.2583
27.500000,44.0500,10.6047,64.3531,18.9577,296.0859,44.9920,41.0180,8.9943
27.600000,43.7761,10.4770,78.1936,20.6703,247.2145,36.4354,41.1819,9.2987
27.700000,43.5001,10.3479,57.4755,12.3519,267.7917,72.0664,40.8814,9.1056
27.800000,43.1448,10.1513,75.0323,20.7940,279.8012,23.4523,39.7539,8.2775
27.900000,42.8893,10.0313,57.9945,16.1758,259.9721,33.8916,40.4723,8.9213
28.000000,42.6005,9.8619,67.5876,17.9930,276.9103,41.3470,39.8589,8.2478
28.100000,42.4038,9.7741,61.9394,13.7250,245.4673,39.4784,40.5201,8.9309
28.200000,42.1313,9.6027,60.3900,12.7780,271.5484,53.1488,39.5462,7.9981
28.300000,41.8845,9.4649,66.5466,18.7746,263.3788,20.5006,39.5406,8.1401
28.400000,41.7143,9.4199,54.3911,14.3316,255.7687,47.7078,40.0848,9.0065
28.500000,41.4376,9.2368,65.5056,16.2603,260.8019,48.6741,38.8078,7.5099
28.600000,41.1582,9.0345,55.0518,15.1516,235.3455,36.5907,38.5024,7.0970
28.700000,40.9560,8.9046,61.2494,12.4630,250.7556,43.4737,39.0195,7.6617
28.800000,40.7453,8.7783,52.9312,15.9701,253.3815,20.2057,38.7511,7.5955
28.900000,40.5265,8.6147,55.3924,14.5594,239.4525,30.1617,38.4485,7.0475
29.000000,40.3013,8.4453,56.5727,12.2771,238.9958,35.9519,38.1489,6.8258
29.100000,40.1225,8.3142,52.5815,11.4560,223.9494,22.5759,38.4338,7.0896
29.200000,39.8970,8.1156,58.5049,12.0424,240.0072,29.8929,37.7530,6.2170
29.300000,39.6917,7.9655,48.1593,13.0621,240.3916,11.7862,37.7288,6.5337
29.400000,39.5527,7.8190,56.8697,9.9544,218.3127,25.4822,38.2401,6.4538
29.500000,39.3060,7.6492,50.5683,9.5604,234.6615,29.8995,36.9574,6.0271
29.600000,39.1134,7.5039,53.5421,11.5852,221.0121,16.3800,37.2706,6.1138
29.700000,38.9291,7.3351,49.6656,12.5563,236.8141,16.4609,37.1853,5.7593
29.800000,38.7715,7.2191,46.0430,12.2630,235.2198,10.1988,37.2708,6.1069
29.900000,38.6221,7.1206,53.6601,9.2634,214.2519,24.7220,37.1935,6.1806
30.000000,38.4929,6.9942,65.5805,7.9689,226.8856,21.9012,37.2704,5.8070
30.100000,38.3623,6.8353,210.2899,98.8904,837.0938,734.2409,37.1117,5.3285
30.200000,38.2114,6.7116,159.3310,48.7821,2177.8862,1935.4121,36.7767,5.5368
30.300000,38.0684,6.5229,330.8492,279.4444,715.1887,331.3274,36.7194,4.7516
30.400000,37.9713,6.3563,332.5749,256.4375,663.5487,224.8685,37.0408,4.8160
30.500000,37.7912,6.2147,344.3164,319.8342,451.4675,130.0591,36.0772,4.8616
30.600000,37.5969,6.0623,303.0250,273.6747,666.0346,503.8367,35.7592,4.6424
30.700000,37.4453,5.8610,314.9569,248.0060,497.8557,318.8739,35.9949,3.9836
30.800000,37.2719,5.7342,281.5345,269.3712,667.0958,88.5366,35.6179,4.5348
30.900000,37.0891,5.6437,279.1999,222.5548,483.7159,154.3802,35.3590,4.8275
31.000000,36.9441,5.5297,252.1825,182.5696,543.3529,230.0618,35.5571,4.4542
31.100000,37.1721,5.1431,270.2761,170.0094,1179.0713,1215.8895,39.3471,1.8284
31.200000,37.2333,4.8478,207.0437,142.0909,777.1742,556.3809,37.8209,2.0471
31.300000,37.3019,4.6340,273.6819,167.0488,768.1699,622.9538,37.9664,2.6017
31.400000,37.2844,4.4520,189.9301,95.2672,786.2757,665.9731,37.1139,2.7491
31.500000,37.2383,4.2982,260.3220,140.9284,408.1174,98.6195,36.7981,2.9536
31.600000,37.1851,4.1210,256.2056,122.4053,826.3990,725.8116,36.6846,2.4576
31.700000,37.1063,3.9723,164.3063,54.7617,517.6250,215.4976,36.3549,2.5678
31.800000,36.9920,3.8865,254.1474,138.2680,546.7792,432.5337,35.8988,3.1236
31.900000,36.8785,3.7093,132.4988,59.0694,645.2189,528.0324,35.8066,2.0713
32.000000,36.7470,3.6070,252.5659,148.5779,412.5989,151.8124,35.4923,2.7094
32.100000,36.5862,3.5489,138.3314,66.5498,719.8166,579.6824,35.0543,3.0208
32.200000,36.4407,3.4876,167.4710,64.9394,449.6031,159.5237,35.0659,2.9768
32.300000,36.2764,3.3929,178.8720,71.8593,582.3550,501.1373,34.7077,2.5290
32.400000,36.1165,3.3572,126.9742,31.1469,578.9357,413.3779,34.5932,3.0868
32.500000,35.9177,3.2848,215.4118,118.5089,366.2910,121.1783,34.0337,2.7375
32.600000,35.7814,3.2040,83.6385,21.1368,614.1061,472.5090,34.4756,2.4664
32.700000,35.5936,3.1443,178.9379,102.9373,359.7409,157.9122,33.8055,2.6306
32.800000,35.4742,3.1194,115.8670,33.6259,499.7576,410.8113,34.3487,3.0287
32.900000,35.3319,3.0814,145.6928,59.0999,367.4074,163.1420,33.9736,2.7942
33.000000,35.1420,3.0247,141.0178,70.7989,339.7172,109.3992,33.3367,2.5115
33.100000,34.9714,3.0202,78.6326,8.7543,534.1196,382.6449,33.3601,3.0495
33.200000,34.8077,3.0005,158.4787,75.5559,312.5106,110.8880,33.2427,2.8809
33.300000,34.6537,2.9480,85.7719,14.5304,441.8767,318.0310,33.1906,2.4532
33.400000,34.4764,2.9302,140.5158,61.6530,332.4828,135.4162,32.8003,2.8035
33.500000,34.3363,2.9261,82.2461,28.8438,407.6644,219.0184,32.9951,2.9152
33.600000,34.2095,2.8875,100.9160,60.4140,444.7761,304.0526,33.0056,2.5352
33.700000,34.0856,2.8905,117.6502,49.1247,281.4404,90.5486,32.9147,2.9353
33.800000,33.9636,2.9065,77.8938,23.9981,392.4662,262.7439,32.7976,3.0754
33.900000,33.8282,2.9074,106.9265,40.1201,311.4501,75.1616,32.5421,2.9072
34.000000,33.6784,2.8553,64.0038,13.1903,360.8508,169.8644,32.2608,2.3991
34.100000,33.5396,2.8650,105.4482,46.0215,337.9488,176.8977,32.2137,2.9923
34.200000,33.3992,2.8705,79.1479,34.2928,259.1361,80.8777,32.0652,2.9131
34.300000,33.2785,2.8516,82.8405,35.8715,345.4061,202.9712,32.1369,2.6848
34.400000,33.1738,2.8509,81.0249,32.6784,268.8676,39.6867,32.1732,2.8633
34.500000,33.0520,2.8636,74.3212,33.1184,311.0078,148.1365,31.8945,2.9823
34.600000,32.9489,2.8492,88.4335,29.2533,302.0749,140.6333,31.9729,2.7194
34.700000,32.8581,2.8554,62.2467,12.2995,254.5073,83.0662,31.9903,2.9213
34.800000,32.7269,2.8582,75.9185,26.5877,325.1121,158.5546,31.4796,2.8859
34.900000,32.5921,2.8312,61.3622,22.4208,252.7055,32.9029,31.3164,2.5921
35.000000,32.4815,2.8046,72.3167,36.4969,319.1476,162.2011,31.4236,2.5594
35.100000,32.3777,2.8168,61.1848,15.6249,275.9707,121.4873,31.3895,2.9375
35.200000,32.2589,2.8089,62.7432,17.8714,244.3353,69.1227,31.1328,2.7411
35.300000,32.1791,2.7784,65.8983,14.2263,279.0312,105.7424,31.4152,2.5107
35.400000,32.0949,2.7801,58.3839,15.7070,235.4167,38.8460,31.2924,2.8023
35.500000,31.9858,2.7640,67.5039,28.6028,290.0816,136.5197,30.9520,2.6473
35.600000,31.9284,2.7596,51.3623,10.2651,218.3916,51.2802,31.3779,2.7256
35.700000,31.8780,2.7539,63.9388,23.2656,243.0895,50.5091,31.3979,2.7061
35.800000,31.7827,2.7513,52.5281,8.5102,260.6245,87.4231,30.8791,2.7597
35.900000,31.6737,2.7315,56.1534,19.5394,243.6702,54.7086,30.6329,2.5570
36.000000,31.6061,2.7131,52.3412,5.9573,252.6829,114.6647,30.9625,2.5330
36.100000,31.5406,2.7180,48.1113,4.4473,207.3548,46.2168,30.9222,2.7773
36.200000,31.4596,2.7174,56.7588,15.5661,246.3182,66.8958,30.6859,2.7282
36.300000,31.3912,2.6979,44.2906,4.4638,235.0020,57.7303,30.7419,2.5091
36.400000,31.3446,2.6887,54.4516,19.9481,229.2256,47.2744,30.9063,2.6258
36.500000,31.2921,2.6939,43.4872,1.7886,227.1523,87.8192,30.7909,2.7454
36.600000,31.2454,2.6851,50.5668,13.7460,213.6217,32.1431,30.8015,2.5995
36.700000,31.1965,2.6726,47.9795,7.6187,233.0350,52.4854,30.7341,2.5811
36.800000,31.1415,2.6778,42.8627,6.5115,220.3204,41.4504,30.6158,2.7315
36.900000,31.0681,2.6673,48.9401,10.8821,213.6005,51.6421,30.3708,2.5676
37.000000,31.0331,2.6629,39.0284,0.5089,214.2704,66.4621,30.7043,2.6270
37.100000,30.9804,2.6523,50.6533,11.5746,204.0406,28.2875,30.4783,2.5536
37.200000,30.9352,2.6578,39.5224,4.6521,222.7395,47.2683,30.5048,2.7184
37.300000,30.9016,2.6459,43.6489,10.2274,208.6140,34.1906,30.5833,2.5403
37.400000,30.8853,2.6473,41.3636,4.5824,212.2572,56.7446,30.7285,2.6638
37.500000,30.8402,2.6474,41.1209,8.1768,210.4218,53.1489,30.4117,2.6617
37.600000,30.7976,2.6461,44.9542,7.0194,202.1265,25.1424,30.3950,2.6428
37.700000,30.7310,2.6046,36.1988,2.4123,216.0019,41.9719,30.0955,2.2294
37.800000,30.6837,2.6072,43.2580,9.9169,194.4822,34.6495,30.2310,2.6328
37.900000,30.6288,2.6054,36.1664,1.3503,210.7093,53.2413,30.1085,2.5968
38.000000,30.6018,2.5923,42.3153,6.7177,188.0345,22.8686,30.3430,2.4681
38.100000,30.5735,2.5897,37.3532,4.2795,201.2741,17.9185,30.3030,2.5789
38.200000,30.5274,2.5894,35.9800,4.6513,206.5907,38.1085,30.0911,2.5884
38.300000,30.5014,2.5791,39.6734,5.5078,191.6728,33.2055,30.2523,2.4892
38.400000,30.4817,2.5625,34.9307,3.8241,204.0378,48.9164,30.2934,2.4255
38.500000,30.4477,2.5652,40.8129,5.4586,182.5481,21.0786,30.1261,2.5936
38.600000,30.4135,2.5607,32.5765,1.1228,209.9830,32.5173,30.0869,2.5314
38.700000,30.3625,2.5249,37.4089,8.3577,187.8030,40.8950,29.8769,2.2286
38.800000,30.3342,2.5250,35.3295,2.0934,187.5299,36.9139,30.0703,2.5389
38.900000,30.2783,2.5155,34.9820,3.8540,192.1477,36.6500,29.7449,2.4282
39.000000,30.2495,2.4984,35.8522,2.2391,181.1615,10.2529,29.9758,2.3370
39.100000,30.2235,2.4824,30.9834,2.0178,201.3983,27.3625,29.9781,2.3328
39.200000,30.2135,2.5003,36.3733,5.7478,176.0829,34.8400,30.1177,2.6770
39.300000,30.1917,2.4908,32.9517,1.6134,185.4493,22.8179,29.9855,2.4001
39.400000,30.1781,2.4770,34.3929,4.6254,183.8456,26.9051,30.0505,2.3532
39.500000,30.1440,2.4755,33.5326,1.2933,179.0178,10.5151,29.8194,2.4640
39.600000,30.1021,2.4655,32.7321,4.9877,193.7210,31.0046,29.7041,2.3697
39.700000,30.0733,2.4494,34.9601,4.0409,175.1443,30.0163,29.8011,2.3227
39.800000,30.0584,2.4453,31.5350,2.7230,187.3457,27.7378,29.9159,2.4049
39.900000,30.0418,2.4575,33.3525,2.7145,184.7351,26.6107,29.8832,2.5786
40.000000,30.0223,2.4420,43.1757,6.1767,177.0188,9.9125,29.8368,2.2979
40.100000,30.0543,2.4219,175.8067,105.5801,623.7545,339.8397,30.3586,2.2429
40.200000,30.0486,2.4254,140.8616,76.5804,1856.8893,1373.2111,29.9930,2.4610
40.300000,30.0679,2.3768,306.7071,205.0568,431.1666,223.4434,30.2513,1.9308
40.400000,30.0848,2.3271,270.9884,179.1851,561.7425,280.7657,30.2442,1.8624
40.500000,30.0404,2.3100,286.2452,203.8357,481.6986,222.4789,29.6179,2.1764
40.600000,30.0076,2.2818,215.1181,147.1181,323.5533,146.8370,29.6986,2.0687
40.700000,29.9766,2.2275,226.8764,165.5203,298.4433,164.8432,29.6805,1.7896
40.800000,29.9795,2.1775,143.3716,101.1744,1079.3272,665.5819,30.0055,1.7160
40.900000,29.9130,2.1737,117.9413,64.0498,1097.4521,1064.9477,29.2840,2.2514
41.000000,29.8690,2.1244,147.9366,80.4405,522.5097,384.8838,29.4495,1.7560
41.100000,29.9829,2.1572,607.5390,419.6050,902.4400,778.9715,31.0699,2.7006
41.200000,30.0359,2.1499,161.6073,98.4489,595.6209,506.2377,30.5456,2.1220
41.300000,30.0882,2.1527,509.5077,362.2563,407.4718,302.1174,30.5826,2.1941
41.400000,30.1303,2.1911,278.7178,175.1755,896.7464,832.7970,30.5339,2.5930
41.500000,30.1469,2.2043,525.5734,388.5071,216.6132,82.3870,30.3046,2.3383
41.600000,30.2161,2.1891,513.7847,351.8396,880.1100,744.2667,30.8746,2.0606
41.700000,30.2133,2.2193,142.8104,87.5343,958.6108,913.4563,30.1845,2.5114
41.800000,30.1857,2.2250,772.0735,558.5373,360.3038,237.0263,29.9224,2.2878
41.900000,30.2317,2.2144,58.7089,22.3162,1070.6799,1026.2563,30.6670,2.1255
42.000000,30.1959,2.2137,710.1948,520.7979,169.2001,21.1012,29.8584,2.2140
42.100000,30.1472,2.2386,267.4459,167.9096,746.6146,627.1801,29.6871,2.4765
42.200000,30.1313,2.2363,396.2599,291.0683,622.7299,481.3075,29.9782,2.2496
42.300000,30.1067,2.2185,325.9608,212.2873,522.4865,440.5922,29.8713,2.0901
42.400000,30.0611,2.2503,90.4699,47.4060,888.3857,815.9326,29.6299,2.5627
42.500000,30.0413,2.2741,543.5438,384.8234,163.1268,19.8765,29.8509,2.5123
42.600000,30.0505,2.2515,58.0492,23.7745,870.6672,724.7972,30.1372,2.0646
42.700000,30.0035,2.2653,434.4009,307.3884,532.0654,383.6913,29.5553,2.4021
42.800000,29.9553,2.2801,138.3569,76.8718,459.4286,357.6932,29.4960,2.4385
42.900000,29.9284,2.2699,354.5455,245.7422,550.0052,416.6357,29.6700,2.2106
43.000000,29.8865,2.2804,339.3375,228.0012,168.6924,15.7917,29.4908,2.4126
43.100000,29.8248,2.3029,126.4688,77.4541,734.1344,569.1600,29.2356,2.5209
43.200000,29.8026,2.3266,330.6205,219.9921,269.1718,150.5560,29.5887,2.6235
43.300000,29.7655,2.3151,70.8179,31.9375,401.1469,286.1410,29.4149,2.2423
43.400000,29.7309,2.3476,335.5520,225.4739,467.3483,330.1329,29.3998,2.6717
43.500000,29.6981,2.3672,85.4898,45.8409,292.0660,128.0252,29.3840,2.5552
43.600000,29.6758,2.3386,194.1645,126.0677,610.4427,435.9704,29.4676,2.1113
43.700000,29.6485,2.3539,181.9295,110.1966,255.1891,137.0374,29.3883,2.5077
43.800000,29.5797,2.3602,163.7277,103.6817,461.1933,324.9143,28.9243,2.4354
43.900000,29.5363,2.3332,255.5268,163.2227,402.3240,260.2512,29.1294,2.0846
44.000000,29.5007,2.3332,76.8468,44.7708,274.5414,109.2801,29.1605,2.3617
44.100000,29.4419,2.3555,227.3661,142.6993,504.3243,351.1801,28.8802,2.5814
44.200000,29.4121,2.3710,88.1973,41.6894,246.8174,124.6503,29.1353,2.5291
44.300000,29.4024,2.3673,193.7327,123.9364,390.6318,248.5018,29.3084,2.3852
44.400000,29.3545,2.3770,94.4075,45.5422,276.4968,122.9184,28.8989,2.4910
44.500000,29.3120,2.3890,106.8153,65.8597,259.0393,98.5423,28.9128,2.5200
44.600000,29.2967,2.3773,148.3653,84.8022,428.3281,271.7332,29.1487,2.3023
44.700000,29.2685,2.3769,91.3518,51.4397,194.2385,78.8523,29.0001,2.3776
44.800000,29.2214,2.3989,179.5145,109.7952,346.9528,193.7670,28.7758,2.6185
44.900000,29.2023,2.4211,53.8148,18.3581,260.8748,105.3473,29.0188,2.6849
45.000000,29.1762,2.4220,159.7043,96.9151,336.4524,161.3782,28.9267,2.4601
45.100000,29.1224,2.4444,80.5536,34.5081,384.6596,223.6429,28.6135,2.6674
45.200000,29.0977,2.4660,116.6715,67.0530,195.6126,74.0202,28.8598,2.6869
45.300000,29.1177,2.4839,91.1785,42.5617,337.8107,161.8741,29.3068,2.6756
45.400000,29.0828,2.4936,53.3789,20.1928,248.6257,94.7818,28.7497,2.5894
45.500000,29.0593,2.5100,131.2174,74.0798,302.6303,126.4562,28.8340,2.6672
45.600000,29.0405,2.5015,43.7880,8.9509,265.3895,132.7817,28.8605,2.4316
45.700000,28.9991,2.4907,124.9465,70.1729,193.6848,67.8062,28.6077,2.3973
45.800000,28.9609,2.5050,49.8652,12.2329,298.7671,124.0384,28.5958,2.6411
45.900000,28.9413,2.5309,103.0807,55.8631,231.1554,76.5346,28.7529,2.8050
46.000000,28.9179,2.5322,89.4882,43.4532,272.7596,100.2160,28.6974,2.5676
46.100000,28.8906,2.5555,54.4834,18.6267,250.7288,118.6210,28.6298,2.7852
46.200000,28.8682,2.5697,97.6566,48.0085,207.8439,52.2935,28.6536,2.7095
46.300000,28.8689,2.5753,34.0611,4.4153,262.5744,90.8437,28.8777,2.6454
46.400000,28.8494,2.5713,98.6359,49.5992,222.1482,68.2690,28.6645,2.5353
46.500000,28.8292,2.5915,36.1673,4.8953,258.0459,98.4185,28.6358,2.7848
46.600000,28.8060,2.5823,67.7421,27.3093,235.6612,99.4978,28.5877,2.5101
46.700000,28.7985,2.5934,64.8384,24.1274,195.2927,38.2401,28.7262,2.7127
46.800000,28.7628,2.6064,53.7341,18.9297,261.4354,87.3087,28.4230,2.7307
46.900000,28.7424,2.6236,81.1556,35.8481,219.5411,63.7179,28.5517,2.8038
47.000000,28.7346,2.6194,34.0731,3.3914,232.5103,69.3878,28.6595,2.5846
47.100000,28.7197,2.6271,79.4771,32.8475,197.3558,56.3064,28.5777,2.7006
47.200000,28.7076,2.6472,43.5328,8.2215,186.5059,28.9247,28.5938,2.8403
47.300000,28.7061,2.6376,61.1579,23.1784,238.7893,65.2176,28.6912,2.5494
47.400000,28.6896,2.6257,44.1221,10.0582,199.6137,54.1035,28.5325,2.5126
47.500000,28.6669,2.6299,40.9492,8.9646,216.7771,55.7369,28.4524,2.6701
47.600000,28.6572,2.6349,60.5801,19.6893,192.9378,51.8026,28.5644,2.6883
47.700000,28.6440,2.6266,36.7335,7.9879,206.7317,28.3658,28.5182,2.5503
47.800000,28.6241,2.6498,58.4450,21.2473,231.5926,54.7603,28.4361,2.8731
47.900000,28.6207,2.6639,33.6559,2.9939,193.9076,45.3952,28.5869,2.7981
48.000000,28.6136,2.6553,56.9923,18.8289,199.2459,42.2145,28.5461,2.5776
48.100000,28.5928,2.6483,44.5837,7.5515,188.0168,43.0607,28.3958,2.5850
48.200000,28.5922,2.6643,42.8123,12.1484,200.3195,22.9318,28.5851,2.8158
48.300000,28.5951,2.6568,42.8368,8.2659,210.4120,51.2545,28.6226,2.5874
48.400000,28.5709,2.6359,32.4767,1.5223,189.6747,42.5244,28.3406,2.4388
48.500000,28.5537,2.6497,50.8263,14.1021,196.2586,37.0589,28.3891,2.7794
48.600000,28.5464,2.6553,31.4672,1.7851,190.4821,30.2471,28.4765,2.7105
48.700000,28.5496,2.6687,45.3001,12.5585,196.0168,19.8778,28.5803,2.8051
48.800000,28.5409,2.6917,32.8705,3.2146,208.8989,44.2622,28.4589,2.9138
48.900000,28.5338,2.6989,43.8385,9.7329,180.7153,27.9093,28.4659,2.7688
49.000000,28.5450,2.6884,42.6684,7.3413,187.8397,29.8805,28.6521,2.5895
49.100000,28.5463,2.6805,32.9607,1.9318,189.3440,25.4279,28.5588,2.6078
49.200000,28.5155,2.6580,41.1097,7.8141,202.5783,24.4470,28.2226,2.4484
49.300000,28.5311,2.6584,28.6405,3.1489,200.4485,36.6265,28.6829,2.6649
49.400000,28.5255,2.6472,42.9887,9.1012,175.3466,23.6025,28.4729,2.5410
49.500000,28.5010,2.6529,30.1847,1.5245,189.9927,32.3742,28.2684,2.7074
49.600000,28.4930,2.6607,35.2958,3.9236,185.4608,22.5040,28.4185,2.7359
49.700000,28.4924,2.6606,34.1123,3.6861,194.7974,21.4943,28.4865,2.6640
49.800000,28.4741,2.6557,33.4516,1.5241,181.8996,38.1125,28.2999,2.6086
49.900000,28.4499,2.6466,39.9664,5.9341,173.9886,24.8688,28.2219,2.5613
50.000000,28.4661,2.6537,48.2820,13.7010,182.2885,26.9717,28.6184,2.7228
50.100000,28.5091,2.6017,204.3739,131.2608,937.7432,541.2513,28.9176,2.1088
50.200000,28.5231,2.5854,231.3972,156.7570,1936.0331,1279.2484,28.6589,2.4446
50.300000,28.6001,2.5459,389.4204,246.9838,349.4331,187.0426,29.3342,2.1835
50.400000,28.6488,2.4509,349.5523,228.4075,630.6812,374.2886,29.1145,1.5456
50.500000,28.6543,2.4171,408.8806,282.2701,319.5096,109.0191,28.7025,2.1059
50.600000,28.6694,2.4014,299.4643,210.2063,523.7875,478.5267,28.8140,2.2561
50.700000,28.7062,2.3342,322.0964,217.8602,343.8549,133.9842,29.0563,1.7193
50.800000,28.7596,2.2365,220.6764,145.5420,1122.7477,678.1675,29.2696,1.3328
50.900000,28.7589,2.2000,279.2193,202.0139,698.3449,401.1890,28.7484,1.9747
51.000000,28.7937,2.1238,201.5383,122.8320,729.7986,662.0744,29.1284,1.7035
51.100000,29.2522,1.7945,503.3624,425.0661,1164.5403,1035.6143,33.6078,1.3324
51.200000,29.5193,1.5745,259.0279,158.6136,613.5125,372.5499,32.0690,0.5409
51.300000,29.7770,1.3781,354.9425,303.3655,696.5979,663.2860,32.2134,0.4743
51.400000,29.9167,1.2472,331.4653,214.0349,641.2582,350.8792,31.2692,0.1251
51.500000,30.0618,1.1121,327.8033,288.1673,400.2968,320.5289,31.4347,0.2379
51.600000,30.2115,0.9896,567.8468,402.6965,587.3367,367.5284,31.6329,0.2091
51.700000,30.3039,0.9272,149.9490,96.8330,688.0508,405.0084,31.1894,0.3289
51.800000,30.3684,0.8676,545.4262,450.8417,579.2770,418.9240,30.9773,0.3245
51.900000,30.4599,0.8080,139.2827,95.2168,712.5461,394.1126,31.3287,0.2409
52.000000,30.4966,0.7813,504.7020,421.0704,349.6347,274.7937,30.8501,0.5335
52.100000,30.4722,0.7749,233.6029,173.8689,620.0120,338.5422,30.2382,0.7208
52.200000,30.4932,0.7577,213.4627,168.9785,607.8143,337.4712,30.6949,0.6034
52.300000,30.4899,0.7637,380.2192,267.8579,479.9749,313.2536,30.4593,0.8637
52.400000,30.4570,0.7895,153.2571,113.5182,571.1909,293.7788,30.1443,1.0356
52.500000,30.4258,0.7968,455.5809,356.4256,300.3171,215.7237,30.1286,0.8924
52.600000,30.4211,0.8058,75.0747,35.1773,567.5681,306.2088,30.3756,0.8929
52.700000,30.3890,0.8452,344.5855,316.0144,444.0788,237.2151,30.0837,1.2196
52.800000,30.3407,0.8756,196.0456,120.2136,418.8595,245.9058,29.8805,1.1653
